Country,Month,Total Passengers
Cayman Islands,03/01/2013,83792
Japan,03/01/2013,1015366
Italy,03/01/2013,142090
Aruba,02/01/2013,95274
Argentina,02/01/2013,125116
Venezuela,02/01/2013,96331
Israel,02/01/2013,92034
Honduras,02/01/2013,53190
Belgium,02/01/2013,64635
Russia,02/01/2013,56819
Italy,02/01/2013,88976
Iceland,02/01/2013,27307
Antilles,02/01/2013,96928
United Kingdom,02/01/2013,929885
Ireland,02/01/2013,84309
Philippines,02/01/2013,64636
Netherlands,02/01/2013,246122
China,02/01/2013,283300
Atlantic Ocean,02/01/2013,29977
Colombia,02/01/2013,182338
Trinidad and Tobago,02/01/2013,65773
Canada,02/01/2013,1957660
Turkey,02/01/2013,65503
Germany,02/01/2013,531243
Jamaica,02/01/2013,205116
Hong Kong,02/01/2013,172657
Guatemala,02/01/2013,72430
Australia,02/01/2013,183462
Brazil,02/01/2013,375993
Taiwan,02/01/2013,134757
Haiti,02/01/2013,68836
Mexico,02/01/2013,1559251
France,02/01/2013,310138
South Korea,02/01/2013,341179
Bahamas,02/01/2013,181508
Dominican Republic,02/01/2013,358718
Ecuador,02/01/2013,71585
Denmark,02/01/2013,23105
New Zealand,02/01/2013,50558
Cayman Islands,02/01/2013,60129
Chile,02/01/2013,78921
Japan,02/01/2013,888063
Peru,02/01/2013,124575
Switzerland,02/01/2013,126951
Panama,02/01/2013,183675
El Salvador,02/01/2013,104290
Spain,02/01/2013,109347
Costa Rica,02/01/2013,211110
United Arab Emirates,02/01/2013,178255
Switzerland,01/01/2013,154145
Taiwan,01/01/2013,157721
Germany,01/01/2013,629256
Antilles,01/01/2013,99375
China,01/01/2013,327871
Venezuela,01/01/2013,121013
Honduras,01/01/2013,72238
Jamaica,01/01/2013,242638
France,01/01/2013,379948
New Zealand,01/01/2013,64622
Chile,01/01/2013,79922
Peru,01/01/2013,129851
Iceland,01/01/2013,33206
Canada,01/01/2013,1987782
Cayman Islands,01/01/2013,64568
Haiti,01/01/2013,81062
El Salvador,01/01/2013,136659
Hong Kong,01/01/2013,206440
Bahamas,01/01/2013,173726
Aruba,01/01/2013,102891
Guatemala,01/01/2013,93000
Philippines,01/01/2013,72433
Denmark,01/01/2013,23098
Atlantic Ocean,01/01/2013,27662
Belgium,01/01/2013,73532
Turkey,01/01/2013,84005
Netherlands,01/01/2013,292147
Israel,01/01/2013,114387
Dominican Republic,01/01/2013,417999
Italy,01/01/2013,109968
Brazil,01/01/2013,461391
Ecuador,01/01/2013,73794
South Korea,01/01/2013,415547
United Arab Emirates,01/01/2013,224713
Australia,01/01/2013,232214
Panama,01/01/2013,221923
Spain,01/01/2013,128918
Argentina,01/01/2013,134712
Russia,01/01/2013,76229
Colombia,01/01/2013,237523
United Kingdom,01/01/2013,1114975
Trinidad and Tobago,01/01/2013,74206
Ireland,01/01/2013,98661
Costa Rica,01/01/2013,251027
Japan,01/01/2013,953733
Mexico,01/01/2013,1749777
Switzerland,12/01/2012,165393
Atlantic Ocean,12/01/2012,38133
Belgium,12/01/2012,68640
Germany,12/01/2012,685430
Venezuela,12/01/2012,135670
Italy,12/01/2012,124400
United Arab Emirates,12/01/2012,223469
Guatemala,12/01/2012,101347
Argentina,12/01/2012,115410
Peru,12/01/2012,127916
New Zealand,12/01/2012,61410
Philippines,12/01/2012,66030
China,12/01/2012,318555
Ireland,12/01/2012,122623
Chile,12/01/2012,72545
Australia,12/01/2012,222877
South Korea,12/01/2012,396169
Trinidad and Tobago,12/01/2012,81629
Costa Rica,12/01/2012,221692
Iceland,12/01/2012,38632
Ecuador,12/01/2012,72456
Taiwan,12/01/2012,150877
Antilles,12/01/2012,97534
Panama,12/01/2012,210159
Netherlands,12/01/2012,318220
France,12/01/2012,424932
Turkey,12/01/2012,87876
Denmark,12/01/2012,21127
Cayman Islands,12/01/2012,49447
United Kingdom,12/01/2012,1256786
Haiti,12/01/2012,82886
Brazil,12/01/2012,426477
Aruba,12/01/2012,102118
Canada,12/01/2012,1984366
Russia,12/01/2012,71884
Honduras,12/01/2012,75414
Japan,12/01/2012,950544
El Salvador,12/01/2012,134965
Bahamas,12/01/2012,210529
Dominican Republic,12/01/2012,396306
Colombia,12/01/2012,241935
Jamaica,12/01/2012,256188
Mexico,12/01/2012,1841171
Israel,12/01/2012,105841
Hong Kong,12/01/2012,196157
Spain,12/01/2012,162677
Canada,11/01/2012,1823663
Mexico,11/01/2012,1516519
Venezuela,11/01/2012,127566
Trinidad and Tobago,11/01/2012,64896
Russia,11/01/2012,65164
Dominican Republic,11/01/2012,333718
Guatemala,11/01/2012,93506
Colombia,11/01/2012,207055
Panama,11/01/2012,173297
Israel,11/01/2012,102774
United Arab Emirates,11/01/2012,185182
El Salvador,11/01/2012,118048
Netherlands,11/01/2012,302529
Australia,11/01/2012,201931
Taiwan,11/01/2012,137616
Turkey,11/01/2012,85061
Hong Kong,11/01/2012,191817
France,11/01/2012,393725
Aruba,11/01/2012,90696
Philippines,11/01/2012,58768
Peru,11/01/2012,118960
Argentina,11/01/2012,111070
New Zealand,11/01/2012,49591
Haiti,11/01/2012,72376
Honduras,11/01/2012,55080
Iceland,11/01/2012,43930
Switzerland,11/01/2012,143324
Antilles,11/01/2012,80062
Jamaica,11/01/2012,214182
Bahamas,11/01/2012,179775
Costa Rica,11/01/2012,164257
United Kingdom,11/01/2012,1207978
Belgium,11/01/2012,59864
China,11/01/2012,292707
Ireland,11/01/2012,135613
Atlantic Ocean,11/01/2012,40632
Chile,11/01/2012,60559
Germany,11/01/2012,670374
Cayman Islands,11/01/2012,56700
South Korea,11/01/2012,364277
Brazil,11/01/2012,392479
Italy,11/01/2012,135574
Spain,11/01/2012,160066
Denmark,11/01/2012,30146
Japan,11/01/2012,925014
Ecuador,11/01/2012,74442
Dominican Republic,10/01/2012,303819
Chile,10/01/2012,62013
Spain,10/01/2012,234500
Antilles,10/01/2012,55166
Jamaica,10/01/2012,180323
Italy,10/01/2012,235528
Colombia,10/01/2012,198082
Peru,10/01/2012,113735
Venezuela,10/01/2012,106149
Mexico,10/01/2012,1316509
Guatemala,10/01/2012,72812
New Zealand,10/01/2012,54953
China,10/01/2012,329597
Russia,10/01/2012,66384
Trinidad and Tobago,10/01/2012,56376
Germany,10/01/2012,860214
Belgium,10/01/2012,75356
El Salvador,10/01/2012,98086
Iceland,10/01/2012,51257
Ecuador,10/01/2012,68096
Argentina,10/01/2012,107692
South Korea,10/01/2012,375037
Atlantic Ocean,10/01/2012,48448
Switzerland,10/01/2012,177577
Canada,10/01/2012,1937282
Ireland,10/01/2012,152849
Israel,10/01/2012,111889
Panama,10/01/2012,163608
Cayman Islands,10/01/2012,38042
Japan,10/01/2012,970224
Bahamas,10/01/2012,144614
France,10/01/2012,519780
Hong Kong,10/01/2012,194822
United Arab Emirates,10/01/2012,170696
Turkey,10/01/2012,96781
Philippines,10/01/2012,56682
Australia,10/01/2012,212764
Honduras,10/01/2012,47263
United Kingdom,10/01/2012,1446283
Haiti,10/01/2012,67906
Denmark,10/01/2012,41048
Taiwan,10/01/2012,111495
Aruba,10/01/2012,81460
Costa Rica,10/01/2012,119279
Netherlands,10/01/2012,395822
Brazil,10/01/2012,381830
Iceland,09/01/2012,58865
Guatemala,09/01/2012,65964
Italy,09/01/2012,284695
Israel,09/01/2012,105269
Brazil,09/01/2012,364102
Hong Kong,09/01/2012,190254
Netherlands,09/01/2012,432064
Chile,09/01/2012,62633
Spain,09/01/2012,271169
South Korea,09/01/2012,366386
United Arab Emirates,09/01/2012,175937
Mexico,09/01/2012,1135700
Bahamas,09/01/2012,134491
Peru,09/01/2012,111666
Japan,09/01/2012,1010580
Honduras,09/01/2012,53409
Jamaica,09/01/2012,185793
Antilles,09/01/2012,52934
Turkey,09/01/2012,111595
Germany,09/01/2012,929380
Canada,09/01/2012,1872424
Philippines,09/01/2012,47352
Venezuela,09/01/2012,123548
Switzerland,09/01/2012,188209
Trinidad and Tobago,09/01/2012,68612
Atlantic Ocean,09/01/2012,44456
Aruba,09/01/2012,77488
New Zealand,09/01/2012,56066
Ecuador,09/01/2012,70743
United Kingdom,09/01/2012,1561591
Colombia,09/01/2012,197566
Ireland,09/01/2012,185406
Costa Rica,09/01/2012,119087
Belgium,09/01/2012,89096
Cayman Islands,09/01/2012,31411
France,09/01/2012,600201
Panama,09/01/2012,166916
Dominican Republic,09/01/2012,326937
Denmark,09/01/2012,42947
Russia,09/01/2012,72637
China,09/01/2012,322820
Argentina,09/01/2012,109549
Taiwan,09/01/2012,127810
El Salvador,09/01/2012,99438
Haiti,09/01/2012,77255
Australia,09/01/2012,236173
Ireland,08/01/2012,203492
China,08/01/2012,364881
Mexico,08/01/2012,1608727
Australia,08/01/2012,208253
Italy,08/01/2012,326462
Ecuador,08/01/2012,83511
Denmark,08/01/2012,61903
United Arab Emirates,08/01/2012,195282
Haiti,08/01/2012,108050
El Salvador,08/01/2012,136541
Switzerland,08/01/2012,211266
Venezuela,08/01/2012,131215
Peru,08/01/2012,123999
Japan,08/01/2012,1110822
Honduras,08/01/2012,80785
South Korea,08/01/2012,439814
Belgium,08/01/2012,118908
Chile,08/01/2012,58599
New Zealand,08/01/2012,51234
Dominican Republic,08/01/2012,480470
Brazil,08/01/2012,363168
Aruba,08/01/2012,102610
Russia,08/01/2012,87344
Spain,08/01/2012,320043
Canada,08/01/2012,2273153
Taiwan,08/01/2012,175479
Cayman Islands,08/01/2012,60033
Netherlands,08/01/2012,476193
Hong Kong,08/01/2012,227588
Colombia,08/01/2012,233565
United Kingdom,08/01/2012,1680409
Costa Rica,08/01/2012,184301
Israel,08/01/2012,136542
Turkey,08/01/2012,120819
Argentina,08/01/2012,103323
Antilles,08/01/2012,83666
Jamaica,08/01/2012,315511
Bahamas,08/01/2012,280820
Panama,08/01/2012,186366
Philippines,08/01/2012,62873
Iceland,08/01/2012,83954
Germany,08/01/2012,1032399
Guatemala,08/01/2012,94769
France,08/01/2012,666896
Trinidad and Tobago,08/01/2012,102729
Atlantic Ocean,08/01/2012,78638
Trinidad and Tobago,07/01/2012,93708
Ecuador,07/01/2012,84952
Germany,07/01/2012,1042455
Costa Rica,07/01/2012,226602
Iceland,07/01/2012,83331
Jamaica,07/01/2012,352748
Italy,07/01/2012,341362
Chile,07/01/2012,62953
Cayman Islands,07/01/2012,73569
China,07/01/2012,355921
Atlantic Ocean,07/01/2012,72028
Antilles,07/01/2012,95871
El Salvador,07/01/2012,145423
Hong Kong,07/01/2012,218705
Japan,07/01/2012,1018836
Turkey,07/01/2012,123528
Netherlands,07/01/2012,467724
Spain,07/01/2012,333408
Canada,07/01/2012,2137096
Haiti,07/01/2012,118252
Denmark,07/01/2012,63630
Panama,07/01/2012,196752
Australia,07/01/2012,221230
France,07/01/2012,683400
Aruba,07/01/2012,108293
United Kingdom,07/01/2012,1645851
South Korea,07/01/2012,425897
Venezuela,07/01/2012,121017
Israel,07/01/2012,132246
Peru,07/01/2012,133867
Mexico,07/01/2012,1842339
Ireland,07/01/2012,202092
Guatemala,07/01/2012,113060
Argentina,07/01/2012,104555
Russia,07/01/2012,87471
United Arab Emirates,07/01/2012,216988
Belgium,07/01/2012,120345
Taiwan,07/01/2012,168776
Dominican Republic,07/01/2012,540314
Honduras,07/01/2012,97964
New Zealand,07/01/2012,57599
Brazil,07/01/2012,380410
Colombia,07/01/2012,249511
Switzerland,07/01/2012,208657
Bahamas,07/01/2012,295149
Philippines,07/01/2012,76420
Turkey,06/01/2012,110597
China,06/01/2012,345546
Netherlands,06/01/2012,448675
New Zealand,06/01/2012,52075
Dominican Republic,06/01/2012,452404
Colombia,06/01/2012,227163
El Salvador,06/01/2012,127213
Argentina,06/01/2012,95774
Spain,06/01/2012,308488
South Korea,06/01/2012,405169
Antilles,06/01/2012,83683
Brazil,06/01/2012,340473
Germany,06/01/2012,995886
Philippines,06/01/2012,74514
Mexico,06/01/2012,1556540
Cayman Islands,06/01/2012,65398
Jamaica,06/01/2012,291633
Israel,06/01/2012,135328
Ecuador,06/01/2012,74984
Denmark,06/01/2012,61557
Switzerland,06/01/2012,196060
Russia,06/01/2012,84890
Ireland,06/01/2012,192148
Venezuela,06/01/2012,92686
United Kingdom,06/01/2012,1647833
Taiwan,06/01/2012,162342
Belgium,06/01/2012,117076
Australia,06/01/2012,214291
Iceland,06/01/2012,78367
United Arab Emirates,06/01/2012,212708
Atlantic Ocean,06/01/2012,63082
Chile,06/01/2012,56353
Trinidad and Tobago,06/01/2012,67256
Guatemala,06/01/2012,98664
Aruba,06/01/2012,92795
Italy,06/01/2012,312987
Panama,06/01/2012,170279
France,06/01/2012,652964
Canada,06/01/2012,1921635
Peru,06/01/2012,124282
Hong Kong,06/01/2012,221515
Haiti,06/01/2012,91100
Bahamas,06/01/2012,262119
Costa Rica,06/01/2012,196796
Honduras,06/01/2012,83902
Japan,06/01/2012,985130
Australia,05/01/2012,202124
China,05/01/2012,334946
Trinidad and Tobago,05/01/2012,63177
New Zealand,05/01/2012,46521
Netherlands,05/01/2012,404662
Iceland,05/01/2012,45817
Aruba,05/01/2012,91586
Canada,05/01/2012,1904339
Denmark,05/01/2012,50328
Israel,05/01/2012,120241
Argentina,05/01/2012,106559
Belgium,05/01/2012,101606
Philippines,05/01/2012,78496
Spain,05/01/2012,271896
United Arab Emirates,05/01/2012,203798
Panama,05/01/2012,151452
Haiti,05/01/2012,78406
United Kingdom,05/01/2012,1518373
Jamaica,05/01/2012,260906
Germany,05/01/2012,925614
Japan,05/01/2012,901441
Hong Kong,05/01/2012,228040
Taiwan,05/01/2012,149498
France,05/01/2012,557842
Turkey,05/01/2012,90404
Venezuela,05/01/2012,89422
Bahamas,05/01/2012,222953
Cayman Islands,05/01/2012,56883
Peru,05/01/2012,126135
Colombia,05/01/2012,191895
Mexico,05/01/2012,1439773
Switzerland,05/01/2012,180400
Costa Rica,05/01/2012,158370
El Salvador,05/01/2012,108446
Brazil,05/01/2012,346834
Atlantic Ocean,05/01/2012,56417
Honduras,05/01/2012,55166
South Korea,05/01/2012,387331
Guatemala,05/01/2012,75433
Ireland,05/01/2012,169673
Antilles,05/01/2012,82988
Ecuador,05/01/2012,74424
Italy,05/01/2012,255458
Dominican Republic,05/01/2012,379945
Chile,05/01/2012,59075
Russia,05/01/2012,60220
Bahamas,04/01/2012,253787
France,04/01/2012,521586
Turkey,04/01/2012,80812
Honduras,04/01/2012,59409
United Arab Emirates,04/01/2012,179744
Italy,04/01/2012,188946
Brazil,04/01/2012,340005
United Kingdom,04/01/2012,1398511
Costa Rica,04/01/2012,199338
Iceland,04/01/2012,35774
Dominican Republic,04/01/2012,415865
Hong Kong,04/01/2012,208776
Jamaica,04/01/2012,274515
Colombia,04/01/2012,179962
Panama,04/01/2012,154582
Mexico,04/01/2012,1599445
Taiwan,04/01/2012,129814
Peru,04/01/2012,117197
Denmark,04/01/2012,44115
Germany,04/01/2012,790941
Philippines,04/01/2012,76587
South Korea,04/01/2012,343841
Belgium,04/01/2012,98385
Ecuador,04/01/2012,74321
Venezuela,04/01/2012,98200
Cayman Islands,04/01/2012,70399
Chile,04/01/2012,57764
China,04/01/2012,307900
Haiti,04/01/2012,82625
New Zealand,04/01/2012,54117
Canada,04/01/2012,2048689
Aruba,04/01/2012,108507
El Salvador,04/01/2012,110713
Switzerland,04/01/2012,160700
Ireland,04/01/2012,138734
Netherlands,04/01/2012,359608
Antilles,04/01/2012,98516
Spain,04/01/2012,249890
Guatemala,04/01/2012,85314
Israel,04/01/2012,112873
Australia,04/01/2012,197541
Trinidad and Tobago,04/01/2012,70717
Atlantic Ocean,04/01/2012,47716
Japan,04/01/2012,797197
Russia,04/01/2012,54492
Argentina,04/01/2012,103827
Chile,03/01/2012,67695
Russia,03/01/2012,55234
China,03/01/2012,290059
Aruba,03/01/2012,114929
Panama,03/01/2012,169069
Ecuador,03/01/2012,82766
Venezuela,03/01/2012,87877
United Kingdom,03/01/2012,1296099
Germany,03/01/2012,733437
Dominican Republic,03/01/2012,452282
Italy,03/01/2012,132381
Iceland,03/01/2012,31982
Antilles,03/01/2012,113278
Bahamas,03/01/2012,258613
Spain,03/01/2012,203777
New Zealand,03/01/2012,57792
Brazil,03/01/2012,352151
Turkey,03/01/2012,69375
Cayman Islands,03/01/2012,76105
Switzerland,03/01/2012,151911
South Korea,03/01/2012,319824
Guatemala,03/01/2012,91628
Argentina,03/01/2012,113525
Costa Rica,03/01/2012,259082
Colombia,03/01/2012,185321
Canada,03/01/2012,2236084
El Salvador,03/01/2012,122674
Mexico,03/01/2012,1845377
Peru,03/01/2012,124262
Netherlands,03/01/2012,329014
Philippines,03/01/2012,70835
Hong Kong,03/01/2012,204786
Trinidad and Tobago,03/01/2012,60572
Haiti,03/01/2012,90847
Honduras,03/01/2012,70984
France,03/01/2012,469151
Ireland,03/01/2012,123074
Jamaica,03/01/2012,270969
United Arab Emirates,03/01/2012,195954
Israel,03/01/2012,118115
Denmark,03/01/2012,40294
Taiwan,03/01/2012,139807
Australia,03/01/2012,195670
Atlantic Ocean,03/01/2012,35775
Belgium,03/01/2012,90705
Japan,03/01/2012,967367
Germany,02/01/2012,516779
Netherlands,02/01/2012,254371
Peru,02/01/2012,109259
Jamaica,02/01/2012,217468
El Salvador,02/01/2012,102451
Canada,02/01/2012,1910715
Colombia,02/01/2012,157143
Brazil,02/01/2012,334105
United Arab Emirates,02/01/2012,162774
Antilles,02/01/2012,100115
Australia,02/01/2012,172580
Belgium,02/01/2012,69675
Trinidad and Tobago,02/01/2012,67894
New Zealand,02/01/2012,57185
Israel,02/01/2012,98727
Costa Rica,02/01/2012,222908
Bahamas,02/01/2012,183500
Denmark,02/01/2012,28397
Iceland,02/01/2012,23496
Aruba,02/01/2012,98920
Honduras,02/01/2012,53894
United Kingdom,02/01/2012,940983
Guatemala,02/01/2012,70490
Japan,02/01/2012,839415
Turkey,02/01/2012,51602
Ireland,02/01/2012,83302
Russia,02/01/2012,41727
Chile,02/01/2012,69849
Cayman Islands,02/01/2012,61419
Atlantic Ocean,02/01/2012,27904
Dominican Republic,02/01/2012,366036
Venezuela,02/01/2012,75450
Haiti,02/01/2012,73527
Hong Kong,02/01/2012,164697
France,02/01/2012,322341
South Korea,02/01/2012,317075
Taiwan,02/01/2012,122396
Switzerland,02/01/2012,115181
Ecuador,02/01/2012,73665
China,02/01/2012,241819
Panama,02/01/2012,162855
Spain,02/01/2012,124863
Italy,02/01/2012,91675
Argentina,02/01/2012,107128
Mexico,02/01/2012,1493711
Philippines,02/01/2012,64043
Guatemala,01/01/2012,91477
Netherlands,01/01/2012,292443
Aruba,01/01/2012,101101
Dominican Republic,01/01/2012,393206
Atlantic Ocean,01/01/2012,27475
Mexico,01/01/2012,1665856
Colombia,01/01/2012,206436
Argentina,01/01/2012,110952
Trinidad and Tobago,01/01/2012,70845
Brazil,01/01/2012,410842
El Salvador,01/01/2012,129757
Spain,01/01/2012,147349
Japan,01/01/2012,914583
Russia,01/01/2012,55101
Israel,01/01/2012,116078
Ireland,01/01/2012,88107
United Kingdom,01/01/2012,1092853
Costa Rica,01/01/2012,249377
Peru,01/01/2012,116319
Haiti,01/01/2012,82539
Ecuador,01/01/2012,84475
New Zealand,01/01/2012,67082
Antilles,01/01/2012,100250
Cayman Islands,01/01/2012,59597
Switzerland,01/01/2012,127928
Philippines,01/01/2012,77581
France,01/01/2012,400533
China,01/01/2012,297040
Iceland,01/01/2012,25223
Australia,01/01/2012,214928
Bahamas,01/01/2012,171986
Jamaica,01/01/2012,233830
Hong Kong,01/01/2012,195624
Honduras,01/01/2012,68958
Venezuela,01/01/2012,108847
United Arab Emirates,01/01/2012,190818
Italy,01/01/2012,115633
Chile,01/01/2012,79485
Germany,01/01/2012,628035
South Korea,01/01/2012,386652
Denmark,01/01/2012,32933
Belgium,01/01/2012,79128
Panama,01/01/2012,175846
Taiwan,01/01/2012,173733
Turkey,01/01/2012,67317
Canada,01/01/2012,1879261
El Salvador,12/01/2011,129411
Antilles,12/01/2011,97599
Japan,12/01/2011,846609
New Zealand,12/01/2011,71919
Denmark,12/01/2011,34861
Mexico,12/01/2011,1774143
Costa Rica,12/01/2011,219298
South Korea,12/01/2011,359478
Belgium,12/01/2011,87097
Canada,12/01/2011,1853255
United Arab Emirates,12/01/2011,190649
Bahamas,12/01/2011,207104
Haiti,12/01/2011,83867
Israel,12/01/2011,105613
Spain,12/01/2011,187173
China,12/01/2011,285222
Chile,12/01/2011,67768
Cayman Islands,12/01/2011,63973
Panama,12/01/2011,164356
Guatemala,12/01/2011,100910
Atlantic Ocean,12/01/2011,37075
Netherlands,12/01/2011,316301
Honduras,12/01/2011,70208
Russia,12/01/2011,54880
Brazil,12/01/2011,364270
Philippines,12/01/2011,68770
Hong Kong,12/01/2011,201309
Ecuador,12/01/2011,86048
United Kingdom,12/01/2011,1254808
Trinidad and Tobago,12/01/2011,81793
Australia,12/01/2011,204134
France,12/01/2011,446739
Peru,12/01/2011,113621
Italy,12/01/2011,133219
Taiwan,12/01/2011,149497
Switzerland,12/01/2011,148904
Turkey,12/01/2011,69081
Germany,12/01/2011,694010
Jamaica,12/01/2011,252547
Argentina,12/01/2011,103311
Aruba,12/01/2011,98369
Colombia,12/01/2011,218662
Ireland,12/01/2011,110678
Iceland,12/01/2011,30684
